[1,1];50;37;9.6;
[1,2];47;37;8.8;
[1,3];43;36;7.7;
[1,4];40;36;7.1;
[1,5];35;35;6.3;
[1,6];33;35;5.9;
[1,7];28;35;5.4;
[1,8];26;34;5.1;
[1,9];22;34;4.8;
[1,10];19;34;4.6;
[1,11];16;33;4.4;
[1,12];13;33;4.3;
[1,13];10;33;4.2;
[1,14];7;33;4.1;
[1,15];4;33;4.1;
[1,16];2;33;4.1;
[1,17];-2;33;4.1;
[1,18];-4;33;4.1;
[1,19];-7;33;4.1;
[1,20];-10;33;4.2;
[1,21];-13;33;4.3;
[1,22];-16;33;4.4;
[1,23];-19;34;4.6;
[1,24];-22;34;4.8;
[1,25];-26;34;5.1;
[1,26];-28;35;5.4;
[1,27];-33;35;5.9;
[1,28];-35;35;6.3;
[1,29];-40;36;7.1;
[1,30];-43;36;7.7;
[1,31];-47;37;8.8;
[1,32];-50;37;9.6;
[2,1];50;34;9.0;
[2,2];47;34;8.2;
[2,3];42;33;7.2;
[2,4];39;33;6.6;
[2,5];35;33;5.9;
[2,6];32;32;5.5;
[2,7];28;32;5.1;
[2,8];26;31;4.8;
[2,9];22;31;4.5;
[2,10];19;31;4.4;
[2,11];16;31;4.2;
[2,12];13;30;4.1;
[2,13];10;30;4.0;
[2,14];7;30;4.0;
[2,15];4;30;4.0;
[2,16];2;30;3.9;
[2,17];-2;30;3.9;
[2,18];-4;30;4.0;
[2,19];-7;30;4.0;
[2,20];-10;30;4.0;
[2,21];-13;30;4.1;
[2,22];-16;31;4.2;
[2,23];-19;31;4.4;
[2,24];-22;31;4.5;
[2,25];-26;31;4.8;
[2,26];-28;32;5.1;
[2,27];-32;32;5.5;
[2,28];-35;33;5.9;
[2,29];-39;33;6.6;
[2,30];-42;33;7.2;
[2,31];-47;34;8.2;
[2,32];-50;34;9.0;
[3,1];49;30;8.2;
[3,2];46;30;7.5;
[3,3];42;29;6.5;
[3,4];39;29;6.0;
[3,5];35;28;5.4;
[3,6];32;28;5.1;
[3,7];28;28;4.7;
[3,8];25;28;4.4;
[3,9];21;27;4.2;
[3,10];19;27;4.1;
[3,11];15;27;4.0;
[3,12];13;26;3.9;
[3,13];10;26;3.9;
[3,14];7;26;3.9;
[3,15];4;26;3.8;
[3,16];2;26;3.8;
[3,17];-2;26;3.8;
[3,18];-4;26;3.8;
[3,19];-7;26;3.9;
[3,20];-10;26;3.9;
[3,21];-13;26;3.9;
[3,22];-15;27;4.0;
[3,23];-19;27;4.1;
[3,24];-21;27;4.2;
[3,25];-25;28;4.4;
[3,26];-28;28;4.7;
[3,27];-32;28;5.1;
[3,28];-35;28;5.4;
[3,29];-39;29;6.0;
[3,30];-42;29;6.5;
[3,31];-46;30;7.5;
[3,32];-49;30;8.2;
[4,1];49;27;7.8;
[4,2];46;27;7.0;
[4,3];41;27;6.2;
[4,4];38;26;5.7;
[4,5];34;26;5.1;
[4,6];31;26;4.8;
[4,7];28;25;4.4;
[4,8];25;25;4.3;
[4,9];21;25;4.1;
[4,10];19;24;4.0;
[4,11];15;24;3.9;
[4,12];13;24;3.9;
[4,13];9;24;3.8;
[4,14];7;24;3.8;
[4,15];4;23;3.8;
[4,16];2;23;3.8;
[4,17];-2;23;3.8;
[4,18];-4;23;3.8;
[4,19];-7;24;3.8;
[4,20];-9;24;3.8;
[4,21];-13;24;3.9;
[4,22];-15;24;3.9;
[4,23];-19;24;4.0;
[4,24];-21;25;4.1;
[4,25];-25;25;4.3;
[4,26];-28;25;4.4;
[4,27];-31;26;4.8;
[4,28];-34;26;5.1;
[4,29];-38;26;5.7;
[4,30];-41;27;6.2;
[4,31];-46;27;7.0;
[4,32];-49;27;7.8;
[5,1];49;23;7.2;
[5,2];45;23;6.5;
[5,3];41;23;5.7;
[5,4];38;22;5.3;
[5,5];34;22;4.8;
[5,6];31;22;4.5;
[5,7];27;21;4.2;
[5,8];25;21;4.1;
[5,9];21;21;3.9;
[5,10];18;21;3.9;
[5,11];15;20;3.8;
[5,12];13;20;3.8;
[5,13];9;20;3.8;
[5,14];7;20;3.8;
[5,15];4;20;3.9;
[5,16];2;20;3.9;
[5,17];-2;20;3.9;
[5,18];-4;20;3.9;
[5,19];-7;20;3.8;
[5,20];-9;20;3.8;
[5,21];-13;20;3.8;
[5,22];-15;20;3.8;
[5,23];-18;21;3.9;
[5,24];-21;21;3.9;
[5,25];-25;21;4.1;
[5,26];-27;21;4.2;
[5,27];-31;22;4.5;
[5,28];-34;22;4.8;
[5,29];-38;22;5.3;
[5,30];-41;23;5.7;
[5,31];-45;23;6.5;
[5,32];-49;23;7.2;
[6,1];48;21;6.9;
[6,2];45;20;6.2;
[6,3];41;20;5.5;
[6,4];38;20;5.1;
[6,5];34;19;4.6;
[6,6];31;19;4.4;
[6,7];27;19;4.1;
[6,8];24;19;4.0;
[6,9];21;18;3.9;
[6,10];18;18;3.8;
[6,11];15;18;3.8;
[6,12];12;18;3.8;
[6,13];9;18;3.9;
[6,14];7;18;3.9;
[6,15];4;17;3.9;
[6,16];2;17;3.9;
[6,17];-2;17;3.9;
[6,18];-4;17;3.9;
[6,19];-7;18;3.9;
[6,20];-9;18;3.9;
[6,21];-12;18;3.8;
[6,22];-15;18;3.8;
[6,23];-18;18;3.8;
[6,24];-21;18;3.9;
[6,25];-24;19;4.0;
[6,26];-27;19;4.1;
[6,27];-31;19;4.4;
[6,28];-34;19;4.6;
[6,29];-38;20;5.1;
[6,30];-41;20;5.5;
[6,31];-45;20;6.2;
[6,32];-48;21;6.9;
[7,1];48;17;6.5;
[7,2];45;17;5.9;
[7,3];40;16;5.2;
[7,4];37;16;4.8;
[7,5];33;16;4.4;
[7,6];31;16;4.2;
[7,7];27;15;4.0;
[7,8];24;15;3.9;
[7,9];20;15;3.8;
[7,10];18;15;3.8;
[7,11];15;15;3.8;
[7,12];12;14;3.9;
[7,13];9;14;3.9;
[7,14];7;14;4.0;
[7,15];4;14;4.0;
[7,16];2;14;4.0;
[7,17];-2;14;4.0;
[7,18];-4;14;4.0;
[7,19];-7;14;4.0;
[7,20];-9;14;3.9;
[7,21];-12;14;3.9;
[7,22];-15;15;3.8;
[7,23];-18;15;3.8;
[7,24];-20;15;3.8;
[7,25];-24;15;3.9;
[7,26];-27;15;4.0;
[7,27];-31;16;4.2;
[7,28];-33;16;4.4;
[7,29];-37;16;4.8;
[7,30];-40;16;5.2;
[7,31];-45;17;5.9;
[7,32];-48;17;6.5;
[8,1];48;14;6.3;
[8,2];45;14;5.7;
[8,3];40;14;5.1;
[8,4];37;14;4.7;
[8,5];33;13;4.3;
[8,6];30;13;4.1;
[8,7];26;13;3.9;
[8,8];24;13;3.9;
[8,9];20;13;3.8;
[8,10];18;12;3.8;
[8,11];14;12;3.9;
[8,12];12;12;3.9;
[8,13];9;12;4.0;
[8,14];7;12;4.0;
[8,15];4;12;4.1;
[8,16];2;12;4.1;
[8,17];-2;12;4.1;
[8,18];-4;12;4.1;
[8,19];-7;12;4.0;
[8,20];-9;12;4.0;
[8,21];-12;12;3.9;
[8,22];-14;12;3.9;
[8,23];-18;12;3.8;
[8,24];-20;13;3.8;
[8,25];-24;13;3.9;
[8,26];-26;13;3.9;
[8,27];-30;13;4.1;
[8,28];-33;13;4.3;
[8,29];-37;14;4.7;
[8,30];-40;14;5.1;
[8,31];-45;14;5.7;
[8,32];-48;14;6.3;
[9,1];47;11;6.1;
[9,2];44;10;5.5;
[9,3];40;10;4.9;
[9,4];37;10;4.6;
[9,5];33;10;4.2;
[9,6];30;10;4.0;
[9,7];26;10;3.9;
[9,8];24;9;3.8;
[9,9];20;9;3.8;
[9,10];18;9;3.9;
[9,11];14;9;3.9;
[9,12];12;9;4.0;
[9,13];9;9;4.1;
[9,14];7;9;4.1;
[9,15];4;9;4.2;
[9,16];2;9;4.2;
[9,17];-2;9;4.2;
[9,18];-4;9;4.2;
[9,19];-7;9;4.1;
[9,20];-9;9;4.1;
[9,21];-12;9;4.0;
[9,22];-14;9;3.9;
[9,23];-18;9;3.9;
[9,24];-20;9;3.8;
[9,25];-24;9;3.8;
[9,26];-26;10;3.9;
[9,27];-30;10;4.0;
[9,28];-33;10;4.2;
[9,29];-37;10;4.6;
[9,30];-40;10;4.9;
[9,31];-44;10;5.5;
[9,32];-47;11;6.1;
[10,1];47;8;6.0;
[10,2];44;8;5.4;
[10,3];40;8;4.8;
[10,4];37;8;4.5;
[10,5];33;7;4.1;
[10,6];30;7;4.0;
[10,7];26;7;3.9;
[10,8];24;7;3.8;
[10,9];20;7;3.8;
[10,10];18;7;3.9;
[10,11];14;7;4.0;
[10,12];12;7;4.0;
[10,13];9;7;4.1;
[10,14];7;7;4.2;
[10,15];4;7;4.2;
[10,16];2;6;4.2;
[10,17];-2;6;4.2;
[10,18];-4;7;4.2;
[10,19];-7;7;4.2;
[10,20];-9;7;4.1;
[10,21];-12;7;4.0;
[10,22];-14;7;4.0;
[10,23];-18;7;3.9;
[10,24];-20;7;3.8;
[10,25];-24;7;3.8;
[10,26];-26;7;3.9;
[10,27];-30;7;4.0;
[10,28];-33;7;4.1;
[10,29];-37;8;4.5;
[10,30];-40;8;4.8;
[10,31];-44;8;5.4;
[10,32];-47;8;6.0;
[11,1];47;4;5.8;
[11,2];44;4;5.3;
[11,3];40;4;4.7;
[11,4];37;4;4.4;
[11,5];33;4;4.1;
[11,6];30;4;4.0;
[11,7];26;4;3.8;
[11,8];23;4;3.8;
[11,9];20;4;3.9;
[11,10];17;4;3.9;
[11,11];14;4;4.0;
[11,12];12;4;4.1;
[11,13];9;4;4.2;
[11,14];7;4;4.2;
[11,15];4;4;4.3;
[11,16];1;3;4.3;
[11,17];-1;3;4.3;
[11,18];-4;4;4.3;
[11,19];-7;4;4.2;
[11,20];-9;4;4.2;
[11,21];-12;4;4.1;
[11,22];-14;4;4.0;
[11,23];-17;4;3.9;
[11,24];-20;4;3.9;
[11,25];-23;4;3.8;
[11,26];-26;4;3.8;
[11,27];-30;4;4.0;
[11,28];-33;4;4.1;
[11,29];-37;4;4.4;
[11,30];-40;4;4.7;
[11,31];-44;4;5.3;
[11,32];-47;4;5.8;
[12,1];47;2;5.8;
[12,2];44;2;5.3;
[12,3];40;2;4.7;
[12,4];37;2;4.4;
[12,5];33;2;4.1;
[12,6];30;2;3.9;
[12,7];26;2;3.8;
[12,8];23;2;3.8;
[12,9];20;2;3.9;
[12,10];17;2;3.9;
[12,11];14;2;4.0;
[12,12];12;2;4.1;
[12,13];9;2;4.2;
[12,14];6;2;4.2;
[12,15];3;1;4.3;
[12,16];1;1;4.3;
[12,17];-1;1;4.3;
[12,18];-3;1;4.3;
[12,19];-6;2;4.2;
[12,20];-9;2;4.2;
[12,21];-12;2;4.1;
[12,22];-14;2;4.0;
[12,23];-17;2;3.9;
[12,24];-20;2;3.9;
[12,25];-23;2;3.8;
[12,26];-26;2;3.8;
[12,27];-30;2;3.9;
[12,28];-33;2;4.1;
[12,29];-37;2;4.4;
[12,30];-40;2;4.7;
[12,31];-44;2;5.3;
[12,32];-47;2;5.8;
[13,1];47;-2;5.8;
[13,2];44;-2;5.3;
[13,3];40;-2;4.7;
[13,4];37;-2;4.4;
[13,5];33;-2;4.1;
[13,6];30;-2;3.9;
[13,7];26;-2;3.8;
[13,8];23;-2;3.8;
[13,9];20;-2;3.9;
[13,10];17;-2;3.9;
[13,11];14;-2;4.0;
[13,12];12;-2;4.1;
[13,13];9;-2;4.2;
[13,14];6;-2;4.2;
[13,15];3;-1;4.3;
[13,16];1;-1;4.3;
[13,17];-1;-1;4.3;
[13,18];-3;-1;4.3;
[13,19];-6;-2;4.2;
[13,20];-9;-2;4.2;
[13,21];-12;-2;4.1;
[13,22];-14;-2;4.0;
[13,23];-17;-2;3.9;
[13,24];-20;-2;3.9;
[13,25];-23;-2;3.8;
[13,26];-26;-2;3.8;
[13,27];-30;-2;3.9;
[13,28];-33;-2;4.1;
[13,29];-37;-2;4.4;
[13,30];-40;-2;4.7;
[13,31];-44;-2;5.3;
[13,32];-47;-2;5.8;
[14,1];47;-4;5.8;
[14,2];44;-4;5.3;
[14,3];40;-4;4.7;
[14,4];37;-4;4.4;
[14,5];33;-4;4.1;
[14,6];30;-4;4.0;
[14,7];26;-4;3.8;
[14,8];23;-4;3.8;
[14,9];20;-4;3.9;
[14,10];17;-4;3.9;
[14,11];14;-4;4.0;
[14,12];12;-4;4.1;
[14,13];9;-4;4.2;
[14,14];7;-4;4.2;
[14,15];4;-4;4.3;
[14,16];1;-3;4.3;
[14,17];-1;-3;4.3;
[14,18];-4;-4;4.3;
[14,19];-7;-4;4.2;
[14,20];-9;-4;4.2;
[14,21];-12;-4;4.1;
[14,22];-14;-4;4.0;
[14,23];-17;-4;3.9;
[14,24];-20;-4;3.9;
[14,25];-23;-4;3.8;
[14,26];-26;-4;3.8;
[14,27];-30;-4;4.0;
[14,28];-33;-4;4.1;
[14,29];-37;-4;4.4;
[14,30];-40;-4;4.7;
[14,31];-44;-4;5.3;
[14,32];-47;-4;5.8;
[15,1];47;-8;6.0;
[15,2];44;-8;5.4;
[15,3];40;-8;4.8;
[15,4];37;-8;4.5;
[15,5];33;-7;4.1;
[15,6];30;-7;4.0;
[15,7];26;-7;3.9;
[15,8];24;-7;3.8;
[15,9];20;-7;3.8;
[15,10];18;-7;3.9;
[15,11];14;-7;4.0;
[15,12];12;-7;4.0;
[15,13];9;-7;4.1;
[15,14];7;-7;4.2;
[15,15];4;-7;4.2;
[15,16];2;-6;4.2;
[15,17];-2;-6;4.2;
[15,18];-4;-7;4.2;
[15,19];-7;-7;4.2;
[15,20];-9;-7;4.1;
[15,21];-12;-7;4.0;
[15,22];-14;-7;4.0;
[15,23];-18;-7;3.9;
[15,24];-20;-7;3.8;
[15,25];-24;-7;3.8;
[15,26];-26;-7;3.9;
[15,27];-30;-7;4.0;
[15,28];-33;-7;4.1;
[15,29];-37;-8;4.5;
[15,30];-40;-8;4.8;
[15,31];-44;-8;5.4;
[15,32];-47;-8;6.0;
[16,1];47;-11;6.1;
[16,2];44;-10;5.5;
[16,3];40;-10;4.9;
[16,4];37;-10;4.6;
[16,5];33;-10;4.2;
[16,6];30;-10;4.0;
[16,7];26;-10;3.9;
[16,8];24;-9;3.8;
[16,9];20;-9;3.8;
[16,10];18;-9;3.9;
[16,11];14;-9;3.9;
[16,12];12;-9;4.0;
[16,13];9;-9;4.1;
[16,14];7;-9;4.1;
[16,15];4;-9;4.2;
[16,16];2;-9;4.2;
[16,17];-2;-9;4.2;
[16,18];-4;-9;4.2;
[16,19];-7;-9;4.1;
[16,20];-9;-9;4.1;
[16,21];-12;-9;4.0;
[16,22];-14;-9;3.9;
[16,23];-18;-9;3.9;
[16,24];-20;-9;3.8;
[16,25];-24;-9;3.8;
[16,26];-26;-10;3.9;
[16,27];-30;-10;4.0;
[16,28];-33;-10;4.2;
[16,29];-37;-10;4.6;
[16,30];-40;-10;4.9;
[16,31];-44;-10;5.5;
[16,32];-47;-11;6.1;
[17,1];48;-14;6.3;
[17,2];45;-14;5.7;
[17,3];40;-14;5.1;
[17,4];37;-14;4.7;
[17,5];33;-13;4.3;
[17,6];30;-13;4.1;
[17,7];26;-13;3.9;
[17,8];24;-13;3.9;
[17,9];20;-13;3.8;
[17,10];18;-12;3.8;
[17,11];14;-12;3.9;
[17,12];12;-12;3.9;
[17,13];9;-12;4.0;
[17,14];7;-12;4.0;
[17,15];4;-12;4.1;
[17,16];2;-12;4.1;
[17,17];-2;-12;4.1;
[17,18];-4;-12;4.1;
[17,19];-7;-12;4.0;
[17,20];-9;-12;4.0;
[17,21];-12;-12;3.9;
[17,22];-14;-12;3.9;
[17,23];-18;-12;3.8;
[17,24];-20;-13;3.8;
[17,25];-24;-13;3.9;
[17,26];-26;-13;3.9;
[17,27];-30;-13;4.1;
[17,28];-33;-13;4.3;
[17,29];-37;-14;4.7;
[17,30];-40;-14;5.1;
[17,31];-45;-14;5.7;
[17,32];-48;-14;6.3;
[18,1];48;-17;6.5;
[18,2];45;-17;5.9;
[18,3];40;-16;5.2;
[18,4];37;-16;4.8;
[18,5];33;-16;4.4;
[18,6];31;-16;4.2;
[18,7];27;-15;4.0;
[18,8];24;-15;3.9;
[18,9];20;-15;3.8;
[18,10];18;-15;3.8;
[18,11];15;-15;3.8;
[18,12];12;-14;3.9;
[18,13];9;-14;3.9;
[18,14];7;-14;4.0;
[18,15];4;-14;4.0;
[18,16];2;-14;4.0;
[18,17];-2;-14;4.0;
[18,18];-4;-14;4.0;
[18,19];-7;-14;4.0;
[18,20];-9;-14;3.9;
[18,21];-12;-14;3.9;
[18,22];-15;-15;3.8;
[18,23];-18;-15;3.8;
[18,24];-20;-15;3.8;
[18,25];-24;-15;3.9;
[18,26];-27;-15;4.0;
[18,27];-31;-16;4.2;
[18,28];-33;-16;4.4;
[18,29];-37;-16;4.8;
[18,30];-40;-16;5.2;
[18,31];-45;-17;5.9;
[18,32];-48;-17;6.5;
[19,1];48;-21;6.9;
[19,2];45;-20;6.2;
[19,3];41;-20;5.5;
[19,4];38;-20;5.1;
[19,5];34;-19;4.6;
[19,6];31;-19;4.4;
[19,7];27;-19;4.1;
[19,8];24;-19;4.0;
[19,9];21;-18;3.9;
[19,10];18;-18;3.8;
[19,11];15;-18;3.8;
[19,12];12;-18;3.8;
[19,13];9;-18;3.9;
[19,14];7;-18;3.9;
[19,15];4;-17;3.9;
[19,16];2;-17;3.9;
[19,17];-2;-17;3.9;
[19,18];-4;-17;3.9;
[19,19];-7;-18;3.9;
[19,20];-9;-18;3.9;
[19,21];-12;-18;3.8;
[19,22];-15;-18;3.8;
[19,23];-18;-18;3.8;
[19,24];-21;-18;3.9;
[19,25];-24;-19;4.0;
[19,26];-27;-19;4.1;
[19,27];-31;-19;4.4;
[19,28];-34;-19;4.6;
[19,29];-38;-20;5.1;
[19,30];-41;-20;5.5;
[19,31];-45;-20;6.2;
[19,32];-48;-21;6.9;
[20,1];49;-23;7.2;
[20,2];45;-23;6.5;
[20,3];41;-23;5.7;
[20,4];38;-22;5.3;
[20,5];34;-22;4.8;
[20,6];31;-22;4.5;
[20,7];27;-21;4.2;
[20,8];25;-21;4.1;
[20,9];21;-21;3.9;
[20,10];18;-21;3.9;
[20,11];15;-20;3.8;
[20,12];13;-20;3.8;
[20,13];9;-20;3.8;
[20,14];7;-20;3.8;
[20,15];4;-20;3.9;
[20,16];2;-20;3.9;
[20,17];-2;-20;3.9;
[20,18];-4;-20;3.9;
[20,19];-7;-20;3.8;
[20,20];-9;-20;3.8;
[20,21];-13;-20;3.8;
[20,22];-15;-20;3.8;
[20,23];-18;-21;3.9;
[20,24];-21;-21;3.9;
[20,25];-25;-21;4.1;
[20,26];-27;-21;4.2;
[20,27];-31;-22;4.5;
[20,28];-34;-22;4.8;
[20,29];-38;-22;5.3;
[20,30];-41;-23;5.7;
[20,31];-45;-23;6.5;
[20,32];-49;-23;7.2;
[21,1];49;-27;7.8;
[21,2];46;-27;7.0;
[21,3];41;-27;6.2;
[21,4];38;-26;5.7;
[21,5];34;-26;5.1;
[21,6];31;-26;4.8;
[21,7];28;-25;4.4;
[21,8];25;-25;4.3;
[21,9];21;-25;4.1;
[21,10];19;-24;4.0;
[21,11];15;-24;3.9;
[21,12];13;-24;3.9;
[21,13];9;-24;3.8;
[21,14];7;-24;3.8;
[21,15];4;-23;3.8;
[21,16];2;-23;3.8;
[21,17];-2;-23;3.8;
[21,18];-4;-23;3.8;
[21,19];-7;-24;3.8;
[21,20];-9;-24;3.8;
[21,21];-13;-24;3.9;
[21,22];-15;-24;3.9;
[21,23];-19;-24;4.0;
[21,24];-21;-25;4.1;
[21,25];-25;-25;4.3;
[21,26];-28;-25;4.4;
[21,27];-31;-26;4.8;
[21,28];-34;-26;5.1;
[21,29];-38;-26;5.7;
[21,30];-41;-27;6.2;
[21,31];-46;-27;7.0;
[21,32];-49;-27;7.8;
[22,1];49;-30;8.2;
[22,2];46;-30;7.5;
[22,3];42;-29;6.5;
[22,4];39;-29;6.0;
[22,5];35;-28;5.4;
[22,6];32;-28;5.1;
[22,7];28;-28;4.7;
[22,8];25;-28;4.4;
[22,9];21;-27;4.2;
[22,10];19;-27;4.1;
[22,11];15;-27;4.0;
[22,12];13;-26;3.9;
[22,13];10;-26;3.9;
[22,14];7;-26;3.9;
[22,15];4;-26;3.8;
[22,16];2;-26;3.8;
[22,17];-2;-26;3.8;
[22,18];-4;-26;3.8;
[22,19];-7;-26;3.9;
[22,20];-10;-26;3.9;
[22,21];-13;-26;3.9;
[22,22];-15;-27;4.0;
[22,23];-19;-27;4.1;
[22,24];-21;-27;4.2;
[22,25];-25;-28;4.4;
[22,26];-28;-28;4.7;
[22,27];-32;-28;5.1;
[22,28];-35;-28;5.4;
[22,29];-39;-29;6.0;
[22,30];-42;-29;6.5;
[22,31];-46;-30;7.5;
[22,32];-49;-30;8.2;
[23,1];50;-34;9.0;
[23,2];47;-34;8.2;
[23,3];42;-33;7.2;
[23,4];39;-33;6.6;
[23,5];35;-33;5.9;
[23,6];32;-32;5.5;
[23,7];28;-32;5.1;
[23,8];26;-31;4.8;
[23,9];22;-31;4.5;
[23,10];19;-31;4.4;
[23,11];16;-31;4.2;
[23,12];13;-30;4.1;
[23,13];10;-30;4.0;
[23,14];7;-30;4.0;
[23,15];4;-30;4.0;
[23,16];2;-30;3.9;
[23,17];-2;-30;3.9;
[23,18];-4;-30;4.0;
[23,19];-7;-30;4.0;
[23,20];-10;-30;4.0;
[23,21];-13;-30;4.1;
[23,22];-16;-31;4.2;
[23,23];-19;-31;4.4;
[23,24];-22;-31;4.5;
[23,25];-26;-31;4.8;
[23,26];-28;-32;5.1;
[23,27];-32;-32;5.5;
[23,28];-35;-33;5.9;
[23,29];-39;-33;6.6;
[23,30];-42;-33;7.2;
[23,31];-47;-34;8.2;
[23,32];-50;-34;9.0;
[24,1];50;-37;9.6;
[24,2];47;-37;8.8;
[24,3];43;-36;7.7;
[24,4];40;-36;7.1;
[24,5];35;-35;6.3;
[24,6];33;-35;5.9;
[24,7];28;-35;5.4;
[24,8];26;-34;5.1;
[24,9];22;-34;4.8;
[24,10];19;-34;4.6;
[24,11];16;-33;4.4;
[24,12];13;-33;4.3;
[24,13];10;-33;4.2;
[24,14];7;-33;4.1;
[24,15];4;-33;4.1;
[24,16];2;-33;4.1;
[24,17];-2;-33;4.1;
[24,18];-4;-33;4.1;
[24,19];-7;-33;4.1;
[24,20];-10;-33;4.2;
[24,21];-13;-33;4.3;
[24,22];-16;-33;4.4;
[24,23];-19;-34;4.6;
[24,24];-22;-34;4.8;
[24,25];-26;-34;5.1;
[24,26];-28;-35;5.4;
[24,27];-33;-35;5.9;
[24,28];-35;-35;6.3;
[24,29];-40;-36;7.1;
[24,30];-43;-36;7.7;
[24,31];-47;-37;8.8;
[24,32];-50;-37;9.6;
